eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic
964168,ISC,ISC|NEIC-Mb,1996,5,14,5,10,34.41,1.11,126.4513,1.4333,42.11,16.32,60.0,47.0,,4.56,0.283,,2078710|NEIC|4.50|mb,2078712|ISC|4.50|mb
964173,ISC,ISC|ISC-Mb,1996,5,14,6,32,4.06,2.83,129.2633,1.776,155.5,27.65,90.0,40.0,,4.3,0.454,,2078723|ISC|4.10|mb
964176,ISC,ISC|ISC-Mb,1996,5,14,6,56,49.32,3.85,126.2179,18.7567,104.9,58.69,96.0,35.0,,4.52,0.384,,2078729|ISC|4.30|mb
964220,ISC,ISC|NEIC-Mb,1996,5,14,12,16,14.33,0.75,127.1799,1.4115,38.02,14.27,74.0,35.0,,4.44,0.283,,2078824|NEIC|4.40|mb,2078825|ISC|4.40|mb
964233,ISC,ISC|NEIC-Mb,1996,5,14,13,46,36.92,0.99,121.1684,21.0341,8.145,3.903,90.0,49.0,11.6,4.21,0.283,,2078867|NEIC|4.20|mb,2078870|ISC|4.30|mb
964512,ISC-EHB,ISC-EHB|ISC-Ms,1996,5,16,5,14,3.87,,126.705,7.619,8.1,4.8,70.0,49.0,2.6,4.83,0.236,,2079496|NEIC|4.60|mb,2079498|ISC|4.60|mb,2079498|ISC|4.00|MS
964726,ISC,ISC|NEIC-Mb,1996,5,17,17,27,0.24,0.77,126.7374,2.9995,34.05,12.62,75.0,63.0,,4.09,0.283,,2079966|NEIC|4.10|mb,2079967|ISC|4.10|mb
964802,EHB,EHB|NEIC-Mb,1996,5,18,8,15,30.09,,123.354,13.678,25.9,9.3,64.0,56.0,,4.09,0.283,,2080133|NEIC|4.10|mb,2080135|ISC|4.20|mb
964832,ISC,ISC|ISC-Mb,1996,5,18,12,40,30.28,2.36,127.8637,2.1957,89.29,23.04,60.0,100.0,,3.87,0.335,,2080204|ISC|3.70|mb
964837,ISC-EHB,ISC-EHB|NEIC-Mb,1996,5,18,13,13,2.32,,125.944,11.694,14.9,7.0,63.0,15.0,,4.21,0.283,,2080214|NEIC|4.20|mb,2080215|ISC|4.40|mb
964896,ISC,ISC|NEIC-Mb,1996,5,18,23,53,42.54,0.78,126.6261,9.9627,35.62,18.54,77.0,42.0,,3.98,0.283,,2080349|NEIC|4.00|mb,2080350|ISC|3.90|mb
964993,ISC-EHB,ISC-EHB|ISC-Ms,1996,5,19,13,22,26.81,,128.869,2.863,8.1,4.6,70.0,25.0,,5.02,0.192,,2080576|NEIC|4.60|mb,2080579|ISC|4.80|mb,2080579|ISC|4.30|MS
965056,ISC-EHB,ISC-EHB|GCMT-Mw,1996,5,19,23,21,42.02,,122.707,1.358,6.4,4.1,69.0,30.0,1.3,5.7,,,2080726|NEIC|5.20|mb,2080726|NEIC|5.40|MSZ,5159147|NEIC|5.70|mw,05202180|GCMT|5.70|MW,2080729|ISC|5.20|mb,2080729|ISC|5.40|MS
965072,ISC,ISC|ISC-Mb,1996,5,20,2,19,46.73,0.93,122.9287,1.4712,28.33,14.62,71.0,39.0,,4.84,0.454,,2080766|ISC|4.60|mb
965151,ISC,ISC|ISC-Mb,1996,5,20,14,24,39.87,1.34,126.8525,9.2019,72.89,24.13,74.0,38.0,,4.3,0.335,,2080922|ISC|4.10|mb
965152,ISC,ISC|ISC-Mb,1996,5,20,14,25,4.24,6.65,128.2718,3.9593,160.0,46.58,164.0,66.0,,4.52,0.628,,2080924|ISC|4.30|mb
965192,ISC,ISC|NEIC-Mb,1996,5,20,20,9,41.18,2.0,125.4241,4.366,40.02,34.56,103.0,35.0,,4.67,0.283,,2081025|NEIC|4.60|mb,2081027|ISC|4.70|mb
965217,ISC-EHB,ISC-EHB|ISC-Ms,1996,5,20,23,12,49.41,,128.857,2.859,16.2,6.9,67.0,20.0,,4.96,0.159,,2081075|NEIC|4.40|mb,2081076|ISC|4.50|mb,2081076|ISC|4.20|MS
965254,ISC-EHB,ISC-EHB|NEIC-Mb,1996,5,21,4,20,48.02,,128.865,2.84,13.8,6.7,65.0,15.0,,4.44,0.283,,2081159|NEIC|4.40|mb,2081161|ISC|4.50|mb
965376,ISC,ISC|ISC-Mb,1996,5,21,22,12,20.49,4.45,129.096,2.9437,189.6,17.95,54.0,44.0,,3.76,0.454,,2081426|ISC|3.60|mb
965542,ISC,ISC|ISC-Mb,1996,5,22,22,54,45.03,0.9,126.3921,11.3409,38.89,18.81,82.0,40.0,,4.19,0.335,,2081782|ISC|4.00|mb
965631,ISC,ISC|NEIC-Mb,1996,5,23,11,17,0.08,1.14,126.0913,4.5822,106.7,16.18,77.0,100.0,,3.98,0.283,,2081975|NEIC|4.00|mb,2081976|ISC|3.90|mb
965673,ISC-EHB,ISC-EHB|NEIC-Mb,1996,5,23,17,27,23.25,,126.178,9.752,10.2,4.7,74.0,60.0,9.2,4.79,0.283,,2082063|NEIC|4.70|mb,2082067|ISC|4.70|mb
965788,ISC,ISC|ISC-Mb,1996,5,24,11,53,52.12,0.84,125.6425,11.36,15.96,14.68,178.0,35.0,,4.19,0.335,,2082313|ISC|4.00|mb
965798,ISC-EHB,ISC-EHB|NEIC-Mb,1996,5,24,12,41,34.82,,124.209,9.368,20.2,6.5,67.0,554.0,,3.98,0.283,,2082331|NEIC|4.00|mb,2082333|ISC|4.00|mb
965799,EHB,EHB|NEIC-Mb,1996,5,24,12,53,30.32,,124.723,9.727,27.3,11.7,79.0,309.0,,4.09,0.283,,2082334|NEIC|4.10|mb,2082336|ISC|4.20|mb
965856,ISC-EHB,ISC-EHB|NEIC-Mb,1996,5,24,20,41,16.46,,128.609,2.666,12.4,4.3,66.0,198.0,13.8,4.32,0.283,,2082443|NEIC|4.30|mb,2082445|ISC|4.40|mb
965876,EHB,EHB|NEIC-Mb,1996,5,24,23,3,40.7,,123.206,4.255,22.9,7.4,67.0,566.0,12.6,4.09,0.283,,2082485|NEIC|4.10|mb,2082487|ISC|4.20|mb
965974,ISC-EHB,ISC-EHB|NEIC-Mb,1996,5,25,16,55,53.3,,123.324,4.258,15.6,6.5,78.0,511.0,6.8,3.98,0.283,,2082692|NEIC|4.00|mb,2082694|ISC|3.90|mb
966008,EHB,EHB|NEIC-Mb,1996,5,25,22,9,0.94,,124.044,1.161,21.9,7.4,68.0,53.0,14.2,4.32,0.283,,2082771|NEIC|4.30|mb,2082773|ISC|4.50|mb
966066,ISC,ISC|NEIC-Mb,1996,5,26,7,4,53.03,1.72,124.3788,13.1983,48.06,11.36,50.0,35.0,,4.09,0.283,,2082899|NEIC|4.10|mb,2082900|ISC|4.10|mb
966121,ISC,ISC|NEIC-Mb,1996,5,26,15,55,13.98,1.06,126.1399,1.2846,53.9,16.88,84.0,35.0,,4.32,0.283,,2083041|NEIC|4.30|mb,01182168|ISC|4.30|mb
966172,ISC,ISC|ISC-Mb,1996,5,27,0,55,17.59,0.92,119.8002,19.2018,25.24,12.05,92.0,27.0,,4.09,0.384,,2083145|ISC|3.90|mb
966191,ISC,ISC|ISC-Mb,1996,5,27,3,12,20.35,2.1,129.1311,3.1821,84.91,16.34,58.0,44.0,,4.19,0.454,,2083192|ISC|4.00|mb
966203,ISC-EHB,ISC-EHB|GCMT-Mw,1996,5,27,5,45,28.19,,124.12,9.969,6.9,4.2,65.0,27.0,,5.2,,,05202190|GCMT|5.20|MW,2083227|NEIC|4.90|mb,2083230|ISC|5.00|mb,2083230|ISC|4.60|MS
966326,ISC,ISC|NEIC-Mb,1996,5,27,21,25,54.66,0.77,128.6254,2.5038,37.59,14.32,75.0,220.0,,3.75,0.283,,2083495|NEIC|3.80|mb,2083497|ISC|3.90|mb
966356,ISC,ISC|ISC-Mb,1996,5,28,2,50,12.95,1.4,127.0023,7.1229,46.97,11.95,60.0,60.0,,4.3,0.454,,2083579|ISC|4.10|mb
966376,ISC,ISC|ISC-Mb,1996,5,28,7,32,47.54,0.82,126.5576,7.707,54.69,11.72,67.0,50.0,,4.09,0.335,,2083630|ISC|3.90|mb
966388,ISC-EHB,ISC-EHB|NEIC-Mb,1996,5,28,8,34,43.11,,126.265,5.797,17.1,6.3,72.0,111.0,9.1,4.44,0.283,,2083658|NEIC|4.40|mb,2083660|ISC|4.50|mb
966664,ISC,ISC|NEIC-Mb,1996,5,29,23,5,39.12,0.68,124.3745,1.2169,33.13,12.73,73.0,207.0,,4.32,0.283,,2084251|NEIC|4.30|mb,2084253|ISC|4.30|mb
966850,ISC-EHB,ISC-EHB|ISC-Ms,1996,5,31,8,39,7.13,,125.912,11.706,9.4,4.9,68.0,38.0,2.8,5.14,0.236,,2084677|NEIC|4.50|mb,2084681|ISC|4.70|mb,2084681|ISC|4.50|MS
966856,EHB,EHB|ISC-Ms,1996,5,31,9,29,47.38,,121.135,18.159,10.3,7.4,62.0,21.0,,4.77,0.159,,2084699|NEIC|4.10|mb,2084701|ISC|4.10|mb,2084701|ISC|3.90|MS
966863,ISC-EHB,ISC-EHB|GCMT-Mw,1996,5,31,10,15,23.32,,125.344,10.898,5.1,3.2,69.0,102.0,1.3,5.2,,,2084717|NEIC|5.00|mb,05202198|GCMT|5.20|MW,2084721|ISC|5.10|mb
967001,ISC,ISC|ISC-Ms,1996,6,1,9,14,26.57,0.66,119.8098,14.8598,17.47,11.62,89.0,55.0,,4.89,0.159,,2085002|NEIC|4.20|mb,2085004|ISC|4.40|mb,2085004|ISC|4.10|MS
967119,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,2,3,53,48.59,,126.136,9.889,10.2,4.8,84.0,67.0,2.6,4.67,0.283,,2085292|NEIC|4.60|mb,2085295|ISC|4.60|mb
967158,ISC,ISC|NEIC-Mb,1996,6,2,9,39,14.32,7.49,126.888,3.99,122.2,51.64,166.0,44.0,,4.67,0.283,,2085388|NEIC|4.60|mb,2085389|ISC|4.40|mb
967358,ISC,ISC|NEIC-Mb,1996,6,3,11,23,47.04,1.09,125.9263,4.6976,46.29,17.31,63.0,150.0,,4.21,0.283,,2085863|NEIC|4.20|mb,2085864|ISC|4.20|mb
967392,EHB,EHB|NEIC-Mb,1996,6,3,14,3,14.35,,116.863,2.423,28.1,9.8,69.0,37.0,,4.09,0.283,,2085935|NEIC|4.10|mb,2085936|ISC|4.20|mb
967393,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,3,14,4,35.24,,120.877,13.754,17.0,8.1,63.0,153.0,4.7,4.21,0.283,,2085939|NEIC|4.20|mb,2085941|ISC|4.10|mb
967429,ISC,ISC|ISC-Mb,1996,6,3,19,31,42.01,3.55,124.6907,1.3595,76.89,57.57,77.0,300.0,,4.09,0.335,,2086006|ISC|3.90|mb
967528,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,4,8,4,17.31,,126.84,5.417,10.7,4.2,72.0,62.0,9.0,4.67,0.283,,2086252|NEIC|4.60|mb,2086254|ISC|4.80|mb
967532,ISC,ISC|NEIC-Mb,1996,6,4,8,23,10.43,0.79,120.3805,12.9108,17.95,7.295,109.0,27.0,,3.98,0.283,,2086261|NEIC|4.00|mb,2086262|ISC|4.10|mb
967667,ISC,ISC|NEIC-Mb,1996,6,5,1,41,47.02,0.77,125.3695,5.0022,19.04,9.73,86.0,35.0,,4.21,0.283,,2086559|NEIC|4.20|mb,2086561|ISC|4.20|mb
967673,ISC,ISC|ISC-Mb,1996,6,5,2,31,58.93,0.95,126.3873,9.9044,16.45,8.212,78.0,42.0,,4.19,0.335,,2086573|ISC|4.00|mb
967701,ISC,ISC|NEIC-Mb,1996,6,5,7,21,46.56,0.67,121.3671,22.1824,5.608,4.242,80.0,20.0,2.54,4.21,0.283,,2086635|NEIC|4.20|mb,2086636|ISC|4.30|mb
967715,EHB,EHB|ISC-Ms,1996,6,5,8,59,14.91,,121.018,19.129,14.7,8.5,79.0,56.0,11.6,4.89,0.159,,2086665|NEIC|4.20|mb,2086667|ISC|4.30|mb,2086667|ISC|4.10|MS
967777,EHB,EHB|NEIC-Mb,1996,6,5,18,5,18.89,,124.384,4.811,23.5,8.3,81.0,365.0,8.6,3.75,0.283,,2086798|NEIC|3.80|mb,2086800|ISC|3.80|mb
967833,ISC,ISC|NEIC-Mb,1996,6,6,1,57,31.98,0.95,126.08,1.1993,55.65,16.74,79.0,54.0,,4.32,0.283,,2086929|NEIC|4.30|mb,2086930|ISC|4.30|mb
967899,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,6,13,9,0.77,,127.029,4.791,29.4,8.2,67.0,117.0,,4.32,0.283,,2087066|NEIC|4.30|mb,2087067|ISC|4.50|mb
967943,ISC,ISC|ISC-Mb,1996,6,6,17,24,41.72,0.95,125.9898,10.0236,21.33,10.23,83.0,50.0,,3.87,0.335,,2087166|ISC|3.70|mb
968328,ISC,ISC|ISC-Mb,1996,6,8,21,21,40.84,1.61,124.486,1.2089,137.0,23.41,75.0,35.0,,3.44,0.317,,2088026|ISC|3.30|mb
968508,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,9,12,24,53.75,,126.291,9.075,7.4,4.1,71.0,57.0,3.0,4.79,0.283,,2088469|NEIC|4.70|mb,2088472|ISC|4.60|mb
968542,ISC,ISC|ISC-Mb,1996,6,9,17,21,45.72,0.79,126.8275,1.7106,35.41,14.51,76.0,103.0,,4.19,0.384,,2088537|ISC|4.00|mb
968544,ISC-EHB,ISC-EHB|ISC-Mb,1996,6,9,17,42,28.88,,121.488,10.16,13.5,7.9,63.0,37.0,12.5,4.3,0.384,,2088541|ISC|4.10|mb
968842,ISC,ISC|NEIC-Mb,1996,6,10,18,21,10.93,0.95,129.0309,2.0149,37.74,16.17,66.0,40.0,,3.86,0.283,,2089404|NEIC|3.90|mb,2089405|ISC|4.00|mb
968893,ISC,ISC|ISC-Mb,1996,6,10,21,43,57.48,4.25,119.6799,5.8959,141.4,59.99,86.0,35.0,,4.3,0.335,,2089549|ISC|4.10|mb
969275,ISC-EHB,ISC-EHB|GCMT-Mw,1996,6,11,18,22,57.82,,125.14,12.677,3.6,2.3,58.0,38.0,1.2,7.1,,,2090313|NEIC|6.00|mb,2090313|NEIC|7.00|MSZ,5159165|NEIC|7.00|mw,05202262|GCMT|7.10|MW,2090318|ISC|6.10|mb,2090318|ISC|6.90|MS
969278,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,11,18,34,13.81,,125.124,12.736,7.0,3.8,70.0,29.0,3.0,5.48,0.283,,2090325|NEIC|5.30|mb,2090328|ISC|5.20|mb
969279,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,11,18,37,15.24,,125.108,12.681,14.1,6.4,77.0,65.0,,4.67,0.283,,2090330|NEIC|4.60|mb,2090332|ISC|4.50|mb
969282,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,11,18,42,29.27,,125.112,12.648,12.4,5.2,73.0,33.0,,4.56,0.283,,2090338|NEIC|4.50|mb,2090340|ISC|4.60|mb
969284,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,11,18,45,51.09,,125.344,12.771,11.4,5.4,66.0,35.0,,5.02,0.283,,2090344|NEIC|4.90|mb,2090347|ISC|4.70|mb
969286,ISC,ISC|NEIC-Mb,1996,6,11,18,51,6.63,0.76,125.1055,12.6756,34.53,10.72,83.0,44.0,,4.21,0.283,,2090353|NEIC|4.20|mb,2090355|ISC|4.20|mb
969289,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,11,19,5,49.31,,125.44,12.726,13.1,5.5,66.0,20.0,,4.44,0.283,,2090362|NEIC|4.40|mb,2090363|ISC|4.50|mb
969290,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,11,19,14,16.6,,125.184,12.698,7.9,4.1,70.0,35.0,,4.9,0.283,,2090365|NEIC|4.80|mb,2090368|ISC|4.80|mb
969295,EHB,EHB|NEIC-Mb,1996,6,11,19,37,41.41,,125.602,12.836,25.6,9.9,81.0,19.0,,4.32,0.283,,2090375|NEIC|4.30|mb,2090377|ISC|4.20|mb
969296,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,11,19,45,49.85,,125.3,12.497,17.6,6.4,65.0,30.0,7.2,4.44,0.283,,2090380|NEIC|4.40|mb,2090381|ISC|4.60|mb
969305,ISC,ISC|ISC-Mb,1996,6,11,20,13,3.18,1.83,125.2053,12.6638,66.42,19.05,52.0,44.0,,4.63,0.384,,2090394|ISC|4.40|mb
969310,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,11,20,40,12.34,,125.324,12.612,9.9,4.1,66.0,15.0,,4.32,0.283,,2090406|NEIC|4.30|mb,2090407|ISC|4.40|mb
969318,ISC,ISC|NEIC-Mb,1996,6,11,21,34,54.71,0.86,125.1851,12.6538,39.37,9.322,81.0,35.0,,4.21,0.283,,2090427|NEIC|4.20|mb,2090428|ISC|4.20|mb
969322,ISC-EHB,ISC-EHB|ISC-Ms,1996,6,11,21,47,58.59,,125.232,12.746,9.8,4.2,67.0,31.0,2.6,5.08,0.236,,2090443|NEIC|4.80|mb,2090444|ISC|4.80|mb,2090444|ISC|4.40|MS
969338,ISC-EHB,ISC-EHB|GCMT-Mw,1996,6,12,0,30,15.3,,125.247,12.728,8.5,4.3,70.0,25.0,,5.5,,,2090477|NEIC|4.90|mb,05202264|GCMT|5.50|MW,2090480|ISC|4.90|mb,2090480|ISC|4.90|MS
969339,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,12,0,33,26.44,,125.113,12.631,11.3,4.9,67.0,33.0,,4.9,0.283,,2090483|NEIC|4.80|mb,2090484|ISC|4.80|mb
969342,ISC,ISC|ISC-Mb,1996,6,12,1,27,53.12,0.99,126.3534,11.5945,78.14,19.61,80.0,40.0,,4.41,0.454,,2090491|ISC|4.20|mb
969369,ISC,ISC|NEIC-Mb,1996,6,12,4,26,57.68,0.7,123.7681,23.2686,8.886,8.068,176.0,25.0,,3.63,0.283,,2090562|NEIC|3.70|mb,2090565|ISC|3.80|mb
969373,ISC,ISC|NEIC-Mb,1996,6,12,4,49,31.82,0.8,125.0484,12.7866,37.45,13.82,83.0,41.0,,3.86,0.283,,2090576|NEIC|3.90|mb,2090577|ISC|4.50|mb
969375,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,12,4,50,9.12,,124.969,12.618,17.2,8.3,69.0,33.0,,4.32,0.283,,2090583|NEIC|4.30|mb,2090584|ISC|4.30|mb
969408,ISC,ISC|ISC-Mb,1996,6,12,8,54,50.18,1.24,125.0184,12.0753,117.3,22.97,77.0,36.0,,4.63,0.384,,2090643|ISC|4.40|mb
969448,ISC,ISC|NEIC-Mb,1996,6,12,13,31,11.51,1.17,125.1941,12.4798,52.99,20.44,68.0,44.0,,3.75,0.283,,2090733|NEIC|3.80|mb,2090734|ISC|3.80|mb
969471,EHB,EHB|NEIC-Mb,1996,6,12,16,54,50.61,,124.464,13.448,20.3,7.8,79.0,35.0,,4.44,0.283,,2090793|NEIC|4.40|mb,2090794|ISC|4.30|mb
969515,ISC,ISC|ISC-Mb,1996,6,13,0,15,23.98,1.1,125.1199,12.7587,27.0,7.987,61.0,35.0,,4.74,0.454,,2090902|ISC|4.50|mb
969640,ISC,ISC|NEIC-Mb,1996,6,13,15,52,8.38,0.83,120.6375,22.864,3.266,2.704,86.0,18.0,2.69,3.86,0.283,,2091191|NEIC|3.90|mb
969644,ISC,ISC|ISC-Mb,1996,6,13,16,10,44.51,0.88,124.934,12.3614,29.49,9.602,70.0,44.0,,4.09,0.335,,2091202|ISC|3.90|mb
969668,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,13,21,20,28.62,,124.848,12.837,17.6,6.7,80.0,48.0,,4.44,0.283,,2091267|NEIC|4.40|mb,2091268|ISC|4.40|mb
969677,EHB,EHB|NEIC-Mb,1996,6,13,22,56,58.6,,126.302,1.125,32.0,10.4,81.0,35.0,,4.56,0.283,,2091286|NEIC|4.50|mb,2091287|ISC|4.50|mb
969725,ISC-EHB,ISC-EHB|ISC-Ms,1996,6,14,5,15,26.5,,124.887,12.849,7.6,3.9,70.0,60.0,5.7,5.02,0.159,,2091382|NEIC|4.70|mb,2091382|NEIC|3.90|MSZ,2091385|ISC|4.70|mb,2091385|ISC|4.30|MS
969733,ISC,ISC|ISC-Mb,1996,6,14,6,31,30.4,0.9,124.5322,12.7933,41.07,10.86,65.0,41.0,,4.19,0.537,,2091406|ISC|4.00|mb
969741,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,14,7,22,30.4,,122.879,3.566,9.8,3.7,62.0,548.0,6.5,4.79,0.283,,2091423|NEIC|4.70|mb,2091425|ISC|4.70|mb
969758,ISC,ISC|NEIC-Mb,1996,6,14,9,48,17.35,0.67,125.2629,12.6092,20.84,7.31,70.0,35.0,,4.32,0.283,,2091467|NEIC|4.30|mb,2091468|ISC|4.30|mb
969768,ISC-EHB,ISC-EHB|ISC-Ms,1996,6,14,10,21,7.45,,126.938,3.196,12.1,5.6,72.0,35.0,4.2,5.08,0.159,,2091492|NEIC|4.50|mb,2091494|ISC|4.50|mb,2091494|ISC|4.40|MS
969774,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,14,11,10,55.16,,124.824,12.809,14.9,5.3,77.0,44.0,12.2,4.56,0.283,,2091509|NEIC|4.50|mb,2091510|ISC|4.40|mb
969784,ISC,ISC|NEIC-Mb,1996,6,14,12,23,49.56,0.76,125.4794,12.6893,35.39,11.09,98.0,33.0,,4.21,0.283,,2091533|NEIC|4.20|mb,2091534|ISC|4.20|mb
969785,ISC,ISC|ISC-Mb,1996,6,14,12,33,36.25,1.01,124.9679,12.6726,54.15,9.82,77.0,44.0,,4.09,0.454,,2091536|ISC|3.90|mb
969804,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,14,15,0,11.95,,125.214,12.571,8.8,4.3,66.0,34.0,1.7,4.67,0.283,,2091578|NEIC|4.60|mb,2091581|ISC|4.60|mb
969806,ISC-EHB,ISC-EHB|GCMT-Mw,1996,6,14,15,4,41.81,,124.976,12.859,4.2,2.7,60.0,26.0,0.8,6.1,,,2091584|NEIC|5.60|mb,2091584|NEIC|5.80|MSZ,5159167|NEIC|6.10|mw,05202278|GCMT|6.10|MW,2091590|ISC|5.80|mb,2091590|ISC|5.90|MS
969807,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,14,15,13,57.56,,124.657,12.888,13.7,6.0,75.0,25.0,,4.44,0.283,,2091591|NEIC|4.40|mb,2091593|ISC|4.40|mb
969808,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,14,15,20,18.73,,124.819,12.873,12.1,5.1,76.0,54.0,10.5,4.56,0.283,,2091594|NEIC|4.50|mb,2091598|ISC|4.50|mb
969814,ISC,ISC|NEIC-Mb,1996,6,14,15,29,13.17,0.79,126.3243,12.9258,42.82,15.39,80.0,27.0,4.5,4.09,0.283,,2091612|NEIC|4.10|mb,2091614|ISC|3.90|mb
969820,ISC,ISC|ISC-Mb,1996,6,14,16,23,12.97,1.06,125.0352,12.8693,27.94,11.25,67.0,41.0,,4.63,0.384,,2091626|ISC|4.40|mb
969833,ISC,ISC|ISC-Mb,1996,6,14,18,34,19.53,0.88,125.8684,12.4378,18.69,8.937,92.0,32.0,,4.41,0.537,,2091658|ISC|4.20|mb
969845,ISC,ISC|NEIC-Mb,1996,6,14,20,29,33.51,0.6,124.9985,12.8481,22.29,6.688,71.0,41.0,,4.44,0.283,,2091682|NEIC|4.40|mb,2091684|ISC|4.30|mb
969847,ISC,ISC|ISC-Mb,1996,6,14,21,24,5.89,1.37,122.5922,2.1737,54.01,19.12,91.0,35.0,,4.63,0.454,,2091688|ISC|4.40|mb
969866,ISC,ISC|ISC-Mb,1996,6,14,23,44,20.78,1.61,124.4181,12.7451,88.21,21.61,83.0,35.0,,4.52,0.335,,2091738|ISC|4.30|mb
969889,EHB,EHB|NEIC-Mb,1996,6,15,3,14,57.72,,122.424,3.764,19.5,5.8,57.0,584.0,,3.98,0.283,,2091798|NEIC|4.00|mb,2091800|ISC|4.10|mb
969893,EHB,EHB|NEIC-Mb,1996,6,15,3,17,32.34,,122.195,3.588,21.9,5.9,60.0,588.0,,4.44,0.283,,2091806|NEIC|4.40|mb,2091808|ISC|4.40|mb
969904,ISC-EHB,ISC-EHB|ISC-Ms,1996,6,15,5,6,6.85,,121.513,10.258,9.3,5.8,76.0,48.0,5.2,5.14,0.159,,2091840|NEIC|4.60|mb,2091840|NEIC|4.60|MSZ,2091841|ISC|4.60|mb,2091841|ISC|4.50|MS
969917,ISC,ISC|ISC-Mb,1996,6,15,7,17,38.34,1.06,125.4052,12.7673,48.87,13.32,97.0,28.0,,3.98,0.384,,2091870|ISC|3.80|mb
969973,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,15,13,41,5.3,,125.173,12.852,22.1,10.2,68.0,25.0,,4.79,0.283,,2091999|NEIC|4.70|mb,2092001|ISC|4.80|mb
969977,ISC,ISC|NEIC-Mb,1996,6,15,14,6,3.84,0.62,121.5774,10.1631,18.48,11.1,31.0,25.0,,3.86,0.283,,2092013|NEIC|3.90|mb,2092014|ISC|3.90|mb
969978,ISC-EHB,ISC-EHB|ISC-Ms,1996,6,15,14,16,46.05,,124.902,12.897,9.1,4.7,68.0,57.0,8.8,4.83,0.192,,2092015|NEIC|4.50|mb,2092019|ISC|4.50|mb,2092019|ISC|4.00|MS
970081,ISC,ISC|ISC-Mb,1996,6,16,1,31,43.62,0.95,125.2214,12.1282,29.83,8.928,83.0,36.0,,4.41,0.628,,2092264|ISC|4.20|mb
970087,ISC,ISC|NEIC-Mb,1996,6,16,2,18,0.8,0.78,128.6709,3.1514,33.62,12.48,77.0,35.0,,4.09,0.283,,2092275|NEIC|4.10|mb,2092277|ISC|4.20|mb
970109,ISC-EHB,ISC-EHB|ISC-Ms,1996,6,16,5,14,6.4,,125.148,12.912,24.9,8.4,72.0,39.0,,5.02,0.159,,2092331|NEIC|4.40|mb,2092333|ISC|4.30|mb,2092333|ISC|4.30|MS
970120,EHB,EHB|NEIC-Mb,1996,6,16,7,5,2.98,,125.167,12.879,26.7,8.8,74.0,58.0,,4.09,0.283,,2092354|NEIC|4.10|mb,2092356|ISC|4.10|mb
970146,ISC,ISC|ISC-Mb,1996,6,16,10,29,19.5,1.64,125.2891,12.6308,78.69,21.53,95.0,33.0,,3.98,0.384,,2092418|ISC|3.80|mb
970163,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,16,12,0,52.41,,125.432,12.696,16.0,6.9,81.0,35.0,,4.56,0.283,,2092453|NEIC|4.50|mb,2092455|ISC|4.50|mb
970164,ISC,ISC|NEIC-Mb,1996,6,16,12,2,31.14,1.08,120.5703,16.431,41.38,11.91,89.0,111.0,9.03,3.86,0.283,,2092456|NEIC|3.90|mb,2092459|ISC|3.80|mb
970201,ISC-EHB,ISC-EHB|ISC-Ms,1996,6,16,16,27,51.89,,126.425,8.927,12.2,5.5,73.0,73.0,11.6,4.53,0.192,,2092547|NEIC|4.40|mb,2092548|ISC|4.50|mb,2092548|ISC|3.50|MS
970223,ISC-EHB,ISC-EHB|ISC-Ms,1996,6,16,19,16,17.31,,124.885,12.824,12.6,5.6,71.0,57.0,10.7,5.02,0.147,,2092593|NEIC|4.50|mb,2092596|ISC|4.50|mb,2092596|ISC|4.30|MS
970246,ISC,ISC|ISC-Mb,1996,6,17,0,7,49.56,1.06,123.7019,12.7181,47.61,15.96,91.0,35.0,,4.41,0.537,,2092644|ISC|4.20|mb
970431,ISC,ISC|NEIC-Mb,1996,6,18,0,0,37.77,0.95,121.894,20.967,12.91,6.096,78.0,28.0,7.78,3.86,0.283,,2093045|NEIC|3.90|mb,2093048|ISC|4.10|mb
